Year,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Power,Price
2015,33000,3,0,23.1,67.04,3.99
2014,64394,1,1,22.7,89.84,5.45
2010,76000,1,1,18.8,90.0,2.7
2016,48719,1,1,27.3,98.6,6.25
2016,59711,1,1,15.1,140.0,13.28
2012,83000,1,1,23.08,63.1,3.7
2018,10714,1,0,19.27,167.62,39.51
2014,35010,1,1,22.9,74.0,3.5
2012,75451,3,1,17.5,85.8,3.78
2015,83000,1,1,19.09,69.01,2.7
2013,38755,1,1,25.8,98.6,3.2
2016,30000,3,1,20.4,81.8,5.0
2012,40000,1,1,20.77,88.8,7.0
2014,19500,3,1,18.9,82.0,2.85
2016,41000,3,1,19.69,67.04,4.25
2014,30000,3,1,18.9,82.0,4.9
2017,37000,1,1,17.1,170.0,16.9
2014,62000,1,1,22.07,73.9,4.25
2015,42023,3,0,15.5,86.7,4.34
2012,51001,1,0,16.09,184.0,17.0
2017,55389,1,0,18.88,184.0,28.45
2014,46728,3,0,15.6,116.3,6.15
2014,58995,1,1,12.83,162.0,9.25
2015,37857,1,1,26.59,74.0,4.85
2014,71000,1,1,25.2,74.0,4.8
2012,49024,3,1,18.4,86.8,2.3
2016,10770,3,1,18.9,82.0,4.75
2017,72000,1,1,22.95,74.0,5.0
2015,91000,3,1,21.1,55.2,2.5
2017,14000,3,1,18.6,81.83,5.95
2014,48000,1,0,9.0,181.0,16.0
2014,75136,1,1,22.7,89.84,6.15
2014,32500,3,1,21.1,85.8,4.05
2010,94500,1,1,21.9,90.0,3.1
2013,34900,3,1,22.0,81.8,5.49
2015,50000,1,1,17.8,75.0,5.7
2014,35000,3,1,19.4,86.8,2.85
2012,37000,3,1,18.6,79.4,2.35
2018,32807,3,0,13.0,121.3,14.76
2008,119000,3,1,17.7,78.0,2.25
2016,12000,3,1,18.5,85.8,3.65
2016,46727,1,1,22.77,98.59,7.25
2010,73336,1,0,13.2,170.0,10.69
2014,9000,3,1,17.01,121.3,5.5
2014,25422,3,1,22.5,67.04,3.25
2018,14000,1,1,25.47,88.5,9.25
2008,66000,3,1,19.7,46.3,1.7
2010,55324,3,1,19.0,66.1,2.87
2017,43000,3,1,18.15,82.0,4.5
2008,58483,3,0,19.2,80.0,2.95
2007,93000,3,0,12.9,130.0,2.6
2010,50000,3,1,20.36,78.9,3.0
2014,78616,1,0,14.84,170.0,15.5
2011,37000,3,1,17.6,88.73,2.8
2010,54801,3,1,17.0,118.0,2.5
2014,29000,1,1,23.4,74.0,5.75
2010,68000,3,1,22.0,81.8,2.8
2014,58000,3,1,17.01,121.3,4.59
2012,64290,1,1,23.2,73.94,3.65
2015,31000,1,1,13.0,168.5,19.85
2018,16039,1,1,17.1,170.0,18.5
2017,19860,3,1,18.6,81.83,6.95
2014,48500,0,1,26.6,58.16,2.85
2012,75391,1,1,13.93,138.0,3.75
2008,78000,1,1,19.3,73.9,2.3
2016,78000,1,1,25.0,69.01,2.3
2016,52000,1,1,28.4,74.0,5.95
2016,30000,3,0,23.1,67.04,3.49
2015,29651,3,1,16.47,74.0,6.43
2011,80000,1,1,13.93,138.03,4.5
2018,2971,3,0,13.6,181.0,39.75
2015,21400,3,1,15.6,70.0,4.0
2015,77000,1,1,26.0,98.6,6.98
2006,80000,1,1,12.6,112.0,1.75
2013,81755,1,1,20.0,108.5,4.75
2016,99593,1,1,11.5,171.0,23.5
2014,39791,1,1,22.32,126.32,7.49
2015,113000,1,1,15.1,140.0,10.85
2017,24000,3,1,25.17,53.3,3.5
2015,39000,3,1,18.6,81.83,6.3
2012,37000,3,0,15.6,116.3,6.75
2016,61648,3,0,13.7,157.75,14.23
2012,37000,1,0,22.69,190.0,15.0
2013,53000,0,1,22.8,80.9,5.8
2013,65000,1,1,23.2,73.94,3.75
2009,53001,3,1,16.1,88.2,1.95
2018,22345,3,1,20.3,84.0,4.95
2015,50000,3,0,18.0,117.3,8.25
2013,48183,1,0,13.2,170.0,20.99
2010,93000,1,0,14.21,203.0,17.5
2015,53500,1,1,28.4,74.0,5.36
2014,17585,3,1,16.02,93.7,6.35
2011,36226,3,1,17.01,121.3,2.95
2019,25899,1,0,12.63,147.5,55.7
2017,11200,1,0,19.27,167.62,37.5
2017,49045,3,1,20.36,78.9,4.07
2012,45000,1,1,22.07,73.9,2.99
2017,40000,1,1,24.3,88.5,7.9
2016,36600,1,1,19.87,83.8,7.49
2009,117000,1,1,18.0,75.0,1.1
2016,50000,1,1,25.4,73.97,3.5
2014,11000,3,1,17.01,121.3,6.1
2010,102016,3,1,15.6,70.0,2.25
2016,38000,1,1,25.2,74.0,5.95
2013,71491,1,1,23.08,63.12,4.95
2015,46354,3,1,16.47,74.0,5.49
2019,87000,1,0,22.69,190.0,6.67
2015,20765,3,1,15.0,103.52,6.25
2016,84085,1,1,26.21,88.5,6.9
2014,55000,1,1,25.1,98.6,5.99
2016,93166,1,1,14.02,118.3,5.85
2006,99583,3,0,12.0,100.0,2.21
2010,72000,3,1,15.5,103.3,2.4
2009,70000,3,1,14.53,138.1,3.0
2012,61000,3,0,14.4,103.6,3.75
2015,66510,3,1,21.1,55.2,2.95
2011,84062,1,1,20.0,108.5,5.8
2012,80799,1,1,22.9,74.0,4.9
2018,5000,3,0,14.28,138.03,16.95
2013,92000,1,1,12.99,100.0,12.5
2017,53000,1,1,27.28,69.0,5.0
2015,39822,3,1,15.41,103.52,4.68
2017,24214,3,1,25.17,53.3,3.46
2012,75000,1,1,23.0,90.0,4.0
2012,77216,1,1,17.5,106.0,4.5
2013,74290,1,1,21.43,87.2,5.87
2015,61000,1,1,15.4,120.0,9.5
2013,44000,1,0,14.16,174.3,32.5
2014,74041,1,1,18.2,73.8,3.88
2013,85846,1,0,22.69,190.0,13.08
2012,52000,1,1,21.64,84.8,3.5
2010,47000,3,1,12.8,177.6,3.5
2010,72010,1,1,16.8,110.0,4.45
2015,15000,3,1,16.8,34.2,2.35
2007,75000,3,1,16.6,68.0,2.0
2015,57000,1,1,22.54,88.73,6.35
2015,41057,1,0,13.0,201.1,24.63
2012,92000,0,1,26.2,58.2,3.0
2016,20000,1,1,22.77,98.59,7.9
2011,52359,3,1,18.5,80.0,3.25
2016,17000,3,1,17.8,117.3,8.25
2011,39002,1,1,23.08,63.1,2.85
2013,45000,3,1,18.44,75.0,1.75
2009,82002,3,1,12.8,177.6,5.75
2010,67000,3,0,13.7,157.75,4.7
2017,21260,3,1,14.0,35.0,2.9
2012,55362,1,1,21.9,88.8,4.25
2017,13000,1,0,17.01,126.2,14.5
2016,45725,1,1,25.2,74.0,5.34
2014,105000,1,1,25.2,74.0,3.85
2016,67000,1,1,20.77,88.7,6.75
2019,32251,1,1,22.54,88.73,8.61
2009,47000,3,1,19.0,67.1,1.46
2011,75308,1,1,21.1,73.9,2.8
2014,58000,3,1,17.0,118.0,5.47
2009,60000,3,1,17.5,85.8,2.45
2014,45000,1,0,17.05,184.0,21.5
2010,41195,3,1,15.0,90.0,1.38
2016,89000,1,1,16.0,140.0,13.5
2009,60510,3,0,16.95,78.9,3.1
2016,8500,3,1,21.4,83.1,5.49
2017,35981,1,1,24.3,88.5,9.51
2012,23152,3,1,15.6,70.02,2.39
2014,61529,3,0,18.19,103.5,5.65
2010,91596,1,1,14.95,93.7,1.85
2013,83327,1,1,19.3,73.9,5.8
2017,22857,3,1,16.2,74.0,6.9
2013,34620,3,1,17.01,121.3,5.35
2010,56000,3,1,19.81,68.05,2.85
2013,32776,3,1,20.36,78.9,4.64
2016,51587,1,1,25.8,98.6,5.27
2016,36000,1,1,14.1,148.0,10.0
2015,22000,3,1,18.5,86.8,3.95
2010,30754,3,1,17.0,80.0,3.38
2018,37109,3,1,14.69,120.33,16.8
2010,45000,3,1,16.7,88.8,1.99
2017,33284,3,1,18.9,82.0,5.84
2014,18000,1,0,16.36,187.7,25.7
2015,16607,1,1,22.7,118.0,7.65
2015,32205,1,0,17.11,174.33,25.31
2013,67000,1,1,19.01,108.45,4.75
2014,57676,3,1,19.1,85.8,6.69
2012,41000,3,1,16.47,73.9,3.1
2012,65000,3,1,19.7,35.0,1.55
2019,12153,3,0,18.9,81.86,6.84
2014,16810,3,1,25.4,37.5,1.6
2017,61221,3,0,17.84,147.51,21.73
2015,22000,3,1,16.47,74.0,4.75
2015,63714,3,1,22.74,47.3,2.45
2019,14857,1,0,20.7,113.98,31.55
2012,69000,1,0,15.2,140.8,10.25
2019,14648,1,1,12.62,158.0,27.36
2013,100000,3,1,15.8,110.0,6.5
2016,22000,3,1,18.9,82.0,4.25
2014,10000,3,1,18.2,82.4,5.5
2015,107000,3,1,20.85,83.14,4.0
2017,48198,3,1,17.57,88.7,4.65
2015,15000,1,0,19.27,170.0,28.5
2014,80073,1,1,17.3,163.7,7.11
2013,85388,1,1,21.1,73.9,3.9
2017,14700,3,1,18.9,81.86,5.6
2011,34994,1,1,22.32,126.32,3.9
2013,82000,3,0,13.7,157.75,7.25
2006,52000,3,1,18.9,67.1,2.0
2011,20000,3,1,16.47,73.9,3.5
2011,55000,3,1,14.8,130.2,5.0
2015,47001,0,1,20.0,63.0,3.72
2014,52000,3,1,22.5,67.04,3.45
2013,43284,1,1,23.4,74.0,4.5
2018,23875,3,0,13.0,121.3,14.36
2016,51866,3,1,18.9,82.0,5.5
2013,69000,1,1,23.08,63.1,3.0
2017,62788,3,1,18.9,81.86,6.08
2015,47566,1,0,12.55,168.5,20.25
2018,20300,1,0,11.36,171.5,18.0
2015,48300,1,0,20.0,107.3,17.5
2013,30000,3,1,21.1,55.2,2.1
2012,36000,1,1,22.7,126.24,7.5
2015,27641,1,0,20.7,113.98,24.77
2015,60000,1,1,19.64,108.45,8.65
2014,60750,3,1,14.28,138.03,10.5
2018,9000,1,1,14.0,155.0,13.0
2017,38424,3,1,17.8,117.3,7.51
2014,50000,1,1,22.9,74.0,4.3
2015,19000,3,0,18.0,117.3,8.95
2015,58734,1,1,20.77,88.76,6.91
2016,65257,1,1,19.01,108.45,9.75
2011,79000,1,1,23.2,73.94,3.65
2013,78000,1,1,15.1,140.0,10.75
2015,49133,3,1,19.4,86.8,4.51
2014,54448,1,1,21.02,88.8,3.7
2015,62088,3,1,18.6,85.8,4.15
2012,14800,3,1,17.01,121.3,4.4
2015,26000,3,1,17.3,117.3,4.25
2017,32005,3,1,18.0,86.7,4.25
2017,35000,3,0,18.0,117.3,7.7
2015,52000,1,0,12.7,187.7,39.75
2017,11000,3,1,17.4,117.3,8.5
2013,71000,1,1,13.0,168.5,15.25
2008,51366,3,1,19.0,66.1,2.25
2016,46300,1,1,14.07,83.1,4.85
2012,60908,3,0,15.6,116.3,6.42
2012,93450,1,1,23.19,63.12,2.5
2011,104000,1,0,19.08,126.32,5.75
2015,42999,1,1,15.1,140.0,11.52
2014,90000,1,1,21.5,88.8,4.5
2013,72000,3,0,15.0,98.6,4.75
2019,54321,1,1,19.67,126.2,13.54
2015,59630,1,0,13.0,201.1,23.41
2013,116000,1,0,12.55,168.5,19.25
2015,34000,1,0,9.0,181.0,20.0
2011,70000,1,0,14.21,203.0,13.0
2010,80000,3,1,10.2,180.0,3.99
2015,110000,1,1,25.8,98.6,4.65
2013,56454,1,1,28.4,73.75,4.65
2013,60000,3,1,18.6,85.8,3.15
2013,56000,3,0,14.53,138.1,8.25
2012,63000,1,1,22.9,74.0,4.5
2017,15050,1,1,16.3,170.0,17.5
2016,29401,3,1,20.4,81.8,4.31
2016,25238,3,1,18.7,88.7,6.2
2011,58752,3,1,16.47,73.9,3.32
2011,62000,3,0,12.9,130.0,3.75
2016,51000,3,1,17.01,121.3,6.5
2016,61717,1,1,22.7,118.0,8.94
2018,8896,3,1,19.0,94.68,7.34
2016,17000,3,1,21.4,83.1,6.9
2016,31378,3,1,18.2,88.7,5.9
2013,114000,1,0,22.32,126.3,6.75
2014,81000,1,1,25.8,98.6,4.1
2017,31000,1,0,18.51,147.51,27.0
2014,35000,3,1,15.0,103.52,4.5
2013,60001,1,0,17.11,174.33,14.5
2014,75074,1,1,23.4,74.0,5.25
2012,80000,1,1,22.3,74.0,1.2
2013,60000,1,1,19.64,108.45,7.5
2015,58000,1,1,25.8,98.6,4.45
2015,57034,1,1,23.2,73.94,4.38
2016,40810,1,1,28.09,88.5,7.9
2018,34630,3,0,21.4,83.1,7.29
2012,45122,1,1,23.5,88.7,6.0
2009,63000,3,1,19.7,46.3,1.5
2016,32298,1,0,20.7,113.98,23.8
2014,63288,1,1,15.1,140.0,7.77
2012,43337,3,1,17.92,62.1,3.32
2015,46561,1,1,22.9,74.0,4.94
2013,34000,1,0,20.0,107.3,11.0
2016,48000,3,1,25.17,53.3,3.4
2013,56263,1,1,22.9,74.0,4.17
2016,9000,3,0,18.9,82.0,5.45
2012,79000,1,1,21.12,88.8,2.59
2015,87900,1,1,16.0,140.0,12.01
2010,72425,3,1,17.5,85.8,2.45
2015,38000,1,0,15.73,174.33,29.0
2010,107000,1,0,14.84,170.0,11.99
2015,51000,3,0,18.0,117.3,7.9
2011,48000,3,1,18.6,79.4,1.8
2013,62000,0,1,26.6,58.16,2.8
2015,31000,3,1,18.7,88.7,4.9
2010,75055,3,1,18.06,75.0,2.25
2017,51210,3,0,19.12,91.1,8.89
2012,87000,1,0,12.55,168.5,15.0
2018,17000,1,1,26.1,99.0,5.65
2014,57000,1,1,20.77,88.8,7.0
2016,9370,3,1,22.74,47.3,2.95
2013,53226,3,1,19.4,86.8,3.3
2010,120000,1,1,16.2,110.0,3.5
2007,75055,3,1,12.8,100.0,2.3
2017,37247,1,1,19.67,126.2,13.69
2013,64000,1,1,23.59,67.06,3.1
2014,12000,3,1,13.44,198.25,12.75
2017,40158,1,1,19.67,126.2,13.75
2017,11000,3,1,18.7,88.7,6.75
2014,70010,1,1,20.54,103.6,5.25
2015,82000,1,1,16.0,140.0,8.75
2017,57259,1,1,18.49,100.0,8.87
2010,84000,3,0,11.1,142.0,6.5
2012,73670,1,1,12.83,162.0,12.5
2014,89540,1,0,12.55,168.5,16.8
2016,85423,1,1,20.77,88.8,8.75
2013,48823,1,0,19.5,126.24,8.5
2011,35082,3,1,20.36,78.9,2.21
2016,19000,3,0,15.5,86.7,6.25
2007,69000,3,0,12.9,130.0,2.25
2019,29836,1,0,17.9,136.0,25.75
2010,48002,3,1,13.14,157.8,6.75
2015,52324,1,1,28.09,88.5,6.25
2013,65000,1,1,22.7,89.84,5.1
2016,75700,1,1,24.0,70.0,5.7
2013,43000,1,1,20.5,105.0,5.95
2012,42706,1,1,25.44,56.3,2.4
2013,35000,1,1,17.21,100.0,3.49
2011,54348,3,0,19.2,80.0,4.0
2013,84000,1,1,23.59,67.04,3.85
2010,63298,3,0,14.53,138.1,3.95
2013,75049,3,1,20.36,78.9,3.0
2018,24237,3,1,18.16,86.8,6.7
2016,22767,3,1,18.5,85.8,6.14
2012,58000,3,0,15.0,98.6,4.4
2017,57000,1,1,26.59,74.0,4.25
2016,45000,1,1,22.7,118.0,7.0
2017,68319,1,0,12.55,168.5,25.12
2017,30711,3,1,20.3,68.05,4.45
2011,38277,1,1,21.9,90.0,2.4
2012,115000,1,1,20.54,103.6,4.33
2017,46849,3,0,18.5,83.14,6.93
2014,64000,1,1,21.9,90.0,4.25
2015,15000,3,1,18.9,82.0,4.9
2014,32720,1,1,23.0,90.0,4.5
2016,12500,3,1,25.17,53.3,3.0
2015,59800,3,0,16.9,82.0,5.8
2011,54211,3,1,15.04,103.6,3.33
2015,62242,1,0,14.39,163.7,6.62
2015,54000,1,1,19.01,108.5,5.75
2012,65000,1,1,22.32,126.32,6.2
2015,55000,3,0,23.1,67.04,3.5
2010,71000,3,1,18.9,67.1,2.0
2012,70000,1,1,21.9,88.8,4.0
2011,53000,3,0,12.3,163.2,9.5
2013,43000,1,0,17.05,184.0,17.5
2015,54000,3,0,14.3,103.52,6.11
2014,51000,3,1,20.36,78.9,3.75
2007,78000,1,1,10.5,107.2,6.2
2014,25000,1,1,26.0,98.6,6.15
2012,12600,3,1,20.92,67.1,2.4
2009,80000,1,1,17.8,75.0,2.15
2016,21000,3,1,18.9,82.0,3.75
2011,32000,3,1,15.6,70.0,2.15
2015,50000,3,1,18.9,81.86,4.75
2010,47500,3,1,15.5,103.3,2.45
2017,7500,3,1,17.4,117.3,11.15
2016,68163,1,0,19.6,108.45,8.9
2014,61000,1,1,25.8,98.6,4.35
2015,100000,1,1,12.99,100.6,12.0
2009,61500,1,0,16.07,181.0,8.5
2017,42883,3,1,19.81,68.05,4.27
2012,97000,1,1,20.45,83.8,4.25
2010,39525,3,0,11.3,170.0,9.25
2017,35384,1,1,24.3,88.5,8.61
2018,32189,1,1,23.0,98.96,9.25
2016,27000,1,0,19.08,126.2,8.6
2018,22734,3,1,16.47,74.0,7.53
2014,58002,1,1,19.64,108.45,5.75
2012,31500,3,0,16.5,86.8,4.15
2017,30933,3,1,18.16,86.8,5.84
2012,27090,1,0,18.53,187.74,16.5
2013,45000,3,1,20.36,78.9,3.55
2018,11691,3,1,18.6,81.83,8.9
2006,121000,1,1,16.4,90.0,2.5
2010,118077,1,1,16.2,110.0,3.85
2012,36300,3,0,17.1,121.4,7.5
2010,78000,1,1,20.0,68.0,2.25
2015,42000,1,0,17.68,174.33,24.25
2015,27000,3,1,16.47,74.0,4.35
2012,22000,1,0,17.05,184.0,11.5
2014,49000,3,1,17.4,117.3,4.75
2012,42600,1,1,23.0,90.0,4.99
2018,12794,3,0,19.0,88.7,9.15
2014,88046,3,0,10.1,152.0,13.99
2014,8000,1,0,20.0,107.3,19.75
2018,82739,1,0,16.0,140.0,16.77
2013,7000,3,0,17.97,99.6,3.65
2012,60000,1,0,12.35,187.74,23.5
2017,38000,3,1,22.74,47.3,3.11
2013,56344,3,1,17.6,88.73,4.57
2014,17858,3,1,17.0,80.0,5.32
2012,53000,3,1,20.36,78.9,3.2
2016,67906,1,1,25.2,74.0,5.63
2015,19000,3,1,21.1,55.2,3.0
2010,67000,1,0,22.69,190.0,9.25
2011,80000,1,1,23.57,70.0,1.2
2015,61000,3,1,22.74,47.3,2.15
2010,39000,1,1,22.07,73.9,3.05
2014,59000,3,0,14.28,138.03,11.5
2008,80931,3,1,17.92,62.1,2.3
2016,34000,3,1,20.4,81.8,4.95
2018,52380,1,1,24.3,88.5,10.15
2011,44000,3,1,18.06,75.0,2.65
2015,84000,1,1,20.0,68.05,3.8
2017,41697,3,0,13.1,141.1,16.68
2011,42000,3,1,17.71,78.9,3.75
2015,32200,3,1,18.16,86.8,4.25
2014,40000,1,0,17.11,174.33,22.5
2006,63181,3,1,15.3,83.0,1.85
2013,39575,1,1,25.8,98.6,3.25
2014,70374,1,1,22.7,89.84,7.34
2015,26256,1,1,20.14,88.5,4.25
2016,13460,3,1,18.6,81.86,6.45
2011,122000,1,1,12.8,102.0,10.75
2015,58589,1,0,15.26,203.2,27.75
2016,75000,1,0,12.62,158.0,24.0
2016,30292,3,1,18.6,81.86,6.1
2017,32248,3,1,17.5,88.7,8.25
2013,74000,3,1,16.47,73.9,4.65
2014,56100,3,1,13.7,153.86,9.75
2014,61325,3,1,18.9,81.86,4.4
2014,33000,3,1,19.1,85.8,3.99
2014,71390,1,1,22.7,89.84,5.27
2014,41000,0,1,26.2,58.2,3.5
2016,67000,1,1,26.0,98.6,7.25
2008,99000,1,1,17.0,70.0,1.6
2010,26966,3,1,20.36,78.9,3.0
2015,27628,3,1,18.7,88.7,4.95
2016,82497,1,1,23.65,88.5,8.99
2007,86000,3,1,11.9,144.0,1.85
2016,26981,3,1,16.47,73.9,6.16
2010,110471,1,1,21.1,73.9,3.5
2014,69000,3,1,19.5,88.76,4.5
2017,12000,3,1,18.6,81.83,7.75
2014,77500,1,1,20.45,83.8,6.6
2014,48031,3,1,18.9,82.0,4.98
2014,69565,1,1,22.7,89.84,5.55
2016,45492,1,0,21.5,108.5,10.3
2011,85000,3,0,11.7,177.6,7.5
2008,55902,3,1,14.49,92.7,1.8
2017,18500,3,1,16.2,74.0,6.25
2009,50902,3,0,19.2,80.0,3.0
2015,84725,1,1,15.1,140.0,11.6
2013,40000,1,1,22.7,126.24,6.95
2010,60000,3,1,14.3,160.0,3.5
2014,33496,3,1,18.9,81.86,5.5
2015,25000,3,1,18.6,81.83,5.65
2013,71000,1,1,18.2,73.8,3.25
2015,20826,3,0,14.3,103.6,7.72
2016,42244,1,1,19.67,126.2,12.0
2013,98598,1,1,25.44,57.6,1.55
2011,62100,1,1,11.5,171.0,10.75
2016,44238,3,1,18.6,81.83,6.72
2016,36891,3,1,17.8,117.3,10.49
2012,90049,1,1,17.21,100.0,3.8
2012,74002,1,0,16.55,140.0,18.5
2013,41000,3,0,12.37,198.25,6.0
2012,83678,1,1,22.32,126.32,5.5
2010,91000,3,1,18.9,67.1,2.3
2016,50000,1,1,24.52,88.5,8.7
2015,58000,1,1,24.4,71.01,4.95
2012,80000,1,1,22.9,74.0,4.25
2017,41290,1,1,16.0,140.0,10.94
2013,65000,1,0,22.48,190.0,21.26
2016,16471,3,1,14.28,138.03,11.5
2015,54339,1,1,22.54,88.73,6.0
2016,24025,3,1,18.15,82.0,4.1
2013,24027,3,1,24.7,47.3,2.01
2010,59270,3,1,15.7,67.0,2.6
2012,40000,3,1,18.9,67.1,2.35
2013,42320,3,1,19.4,86.8,2.9
2017,24153,1,1,22.54,88.73,9.18
2016,27000,3,0,13.0,121.3,11.45
2012,92000,0,1,26.83,38.4,2.1
2017,61795,3,1,17.8,86.7,5.53
2016,13500,3,1,18.15,82.0,3.75
2018,4500,3,0,18.0,117.3,12.5
2017,23000,1,0,16.0,140.0,15.5
2013,80578,1,0,14.84,170.0,14.5
2017,42646,1,0,19.6,108.45,12.46
2014,30000,3,1,16.47,74.0,5.25
2015,63310,1,1,28.4,74.0,5.1
2014,66000,1,1,25.8,98.6,3.5
2011,74000,1,0,16.07,181.0,12.5
2012,93000,1,1,23.5,88.7,5.55
2015,70000,1,0,11.5,169.0,19.48
2012,48772,3,1,18.6,85.8,3.91
2010,66000,3,1,18.6,79.4,2.19
2017,27417,3,0,18.9,82.0,6.89
2011,51593,3,1,15.6,70.0,3.47
2010,75000,3,1,16.1,88.2,2.85
2016,39237,1,0,17.11,174.33,25.64
2018,11966,3,1,16.8,116.3,10.28
2015,37000,3,1,18.2,88.7,6.3
2014,70920,1,1,20.14,88.8,4.75
2013,65280,1,1,19.87,83.14,5.8
2016,62000,1,0,12.51,187.7,44.5
2014,44525,3,1,18.5,82.9,4.65
2009,86863,3,1,17.0,118.0,3.6
2015,102626,1,1,16.0,140.0,12.25
2017,45000,1,1,16.3,170.0,20.0
2017,22000,1,1,16.0,140.0,16.0
2011,108905,1,0,11.79,120.0,6.21
2016,12800,3,1,19.44,67.0,3.25
2016,32000,1,1,15.4,120.0,9.75
2014,39000,3,0,15.5,86.7,4.45
2017,42000,1,1,25.6,98.6,12.0
2008,73000,3,1,14.4,65.0,0.8
2018,48000,1,1,24.0,73.97,5.95
2014,19000,3,1,17.43,105.5,5.25
2019,33598,1,1,13.68,147.8,22.2
2012,63000,1,0,17.05,184.0,13.5
2015,48000,1,0,16.96,138.03,13.5
2014,66000,1,1,20.0,68.05,3.47
2013,80000,1,0,11.18,184.0,9.5
2011,37000,3,1,15.04,103.6,4.8
2016,35058,3,1,15.0,103.52,6.54
2012,52000,3,1,16.47,73.9,3.1
2015,61313,1,1,23.65,88.5,7.99
2009,45000,3,1,14.53,138.1,3.3
2015,74000,1,1,20.77,88.8,8.75
2013,89000,3,0,19.2,80.0,4.19
2019,13414,1,0,17.9,136.0,30.77
2006,95000,3,1,16.9,100.0,2.11
2018,15900,3,1,18.15,82.0,6.25
2011,65000,3,1,17.0,118.0,5.2
2017,36824,1,0,18.53,187.74,39.84
2013,65287,1,1,20.0,68.05,4.45
2014,52000,1,0,17.9,136.0,19.5
2007,33000,3,1,15.26,74.9,1.75
2016,71000,1,1,25.83,99.0,5.1
2013,71000,1,0,22.7,126.2,6.8
2016,20000,3,0,21.4,83.1,5.74
2010,71000,3,1,16.1,85.0,3.3
2016,27000,1,0,21.76,190.0,35.0
2017,19000,1,0,28.4,73.75,8.9
2011,58000,3,1,17.01,121.3,4.0
2018,42203,1,1,17.1,170.0,19.46
2009,94000,1,0,11.4,142.0,5.25
2013,52000,0,1,15.1,73.0,2.6
2018,4900,1,1,21.5,108.5,9.22
2013,70000,3,1,21.1,55.2,1.8
2014,54569,1,1,20.77,88.76,5.99
2015,51361,3,1,18.0,86.7,4.94
2008,66000,3,1,13.5,130.0,3.25
2007,65047,2,1,17.3,57.5,1.95
2014,22281,1,1,20.77,88.8,6.5
2013,63210,1,1,24.0,70.0,3.71
2018,31000,3,1,20.14,81.86,5.0
2008,60000,3,1,19.81,68.05,1.99
2017,32006,3,1,18.0,86.7,4.25
2009,78000,1,0,12.4,179.5,8.0
2011,9489,3,1,20.36,78.9,2.95
2018,5000,3,1,25.17,53.3,3.5
2012,60000,1,0,15.2,140.8,16.0
2015,50000,3,1,22.74,47.3,2.75
2015,53000,3,1,17.8,117.3,6.95
2011,64000,3,0,11.74,186.0,12.5
2011,36431,3,1,16.2,74.0,2.7
2017,35000,1,1,21.38,88.7,9.9
2011,94832,3,1,17.0,118.0,3.83
2012,88381,3,1,17.0,118.0,5.25
2016,45194,1,1,22.7,118.0,7.75
2010,66000,3,1,16.51,103.2,2.46
2014,38578,1,1,23.4,74.0,3.96
2015,40000,1,1,20.77,88.8,8.25
2018,20632,3,1,18.6,81.83,7.58
2014,73042,1,1,24.0,70.0,3.99
2014,54257,3,1,17.4,117.3,6.25
2013,93000,1,1,20.5,103.5,5.0
2016,28881,1,0,13.01,194.3,21.37
2007,52195,3,1,19.7,46.3,1.75
2018,20422,1,1,12.4,134.0,16.09
2012,38000,1,1,24.8,88.7,4.1
2015,92885,1,1,20.0,68.0,3.56
2010,43000,3,1,17.0,118.0,4.21
2015,57000,1,1,23.9,126.2,6.6
2018,32434,3,0,13.0,121.3,14.35
2017,32000,1,1,22.7,89.84,9.5
2016,76467,1,0,18.12,190.0,30.45
2016,100000,1,1,25.83,99.0,5.1
2013,37086,3,0,17.0,121.3,5.44
2014,54862,1,0,17.68,174.33,16.67
2012,56200,3,0,15.0,98.6,3.85
2016,20229,3,1,25.17,53.3,3.5
2008,62000,3,1,18.0,62.0,1.1
2011,51500,3,1,16.2,103.2,2.6
2012,69000,1,0,18.88,184.0,18.5
2015,62476,1,1,26.59,74.0,7.95
2017,60500,1,1,25.4,73.97,5.49
2017,17978,3,0,19.0,88.7,6.95
2013,123000,1,1,17.8,67.0,4.45
2016,45296,1,1,25.1,88.5,6.99
2008,77325,3,1,15.6,104.68,3.51
2018,25858,3,0,21.4,83.1,7.54
2016,120000,1,1,23.2,73.94,3.65
2016,22000,1,0,19.5,126.24,16.0
2012,11000,3,1,16.2,62.1,1.4
2017,3900,3,1,18.6,81.83,6.45
2016,106092,1,1,24.4,71.0,4.4
2015,27000,3,0,19.0,88.7,5.95
2013,11000,3,1,19.4,86.8,3.9
2016,39753,1,0,13.0,201.1,35.28
2017,39800,1,1,17.6,153.86,14.25
2017,73000,1,1,24.4,71.0,4.5
2015,55000,1,1,22.7,89.84,7.5
2017,18351,3,0,21.9,37.48,3.41
2013,45000,3,1,19.4,86.8,3.25
2016,112200,1,1,24.52,88.5,8.3
2010,29000,3,1,20.36,78.9,3.45
2015,53392,1,1,16.0,140.0,11.95
2010,71000,1,1,20.54,103.6,4.25
2014,93000,1,1,14.0,138.1,8.25
2010,119000,3,1,10.2,180.0,5.95
2016,42225,3,1,15.1,73.0,4.3
2012,65000,1,1,22.9,74.0,3.9
2016,27809,3,0,21.4,83.1,6.41
2015,65100,1,1,15.1,140.0,8.36
2014,51000,3,1,19.1,82.0,3.85
